,title,publisher,img,release_date,critic_score,console
4618,Mr. Driller Drill Land,Bandai Namco Entertainment,/games/boxart/full_4064938AmericaFrontccc.jpg,2020-06-25,8.0,"NS, PC"
4620,Mr. Shifty,TinyBuild Games,/games/boxart/full_9671498AmericaFrontccc.png,2017-04-13,6.6,NS
4621,Ms. 'Splosion Man,Microsoft Studios,/games/boxart/full_4719171AmericaFrontccc.jpg,2013-04-03,8.3,PC
4624,Mugen Souls,NIS America,/games/boxart/full_8626825AmericaFrontccc.jpg,2012-09-30,5.7,"PS3, PC"
4625,Mugen Souls Z,NIS America,/games/boxart/full_6490302AmericaFrontccc.jpg,2014-05-20,5.7,"PS3, PC"
4626,Mugsters,Team 17,/games/boxart/full_4074260PALFrontccc.jpg,2018-07-18,7.2,NS
4627,Mulaka,Lienzo,/games/boxart/full_6609976AmericaFrontccc.png,2018-03-01,7.3,NS
4629,Multiwinia,Independent,/games/boxart/full_3537540AmericaFrontccc.jpg,2008-09-19,7.6,PC
4632,Munin,Daedalic Entertainment,/games/boxart/default.jpg,2014-07-01,6.8,PC
4635,Murder in the Abbey,DreamCatcher Interactive,/games/boxart/full_murder-in-the-abbey_202AmericaFront.jpg,2008-08-26,7.0,PC
4636,"Murder, She Wrote",Legacy Interactive,/games/boxart/full_murder-she-wrote_338PALFront.jpg,2009-11-12,7.1,PC
4637,Murdered: Soul Suspect,Square Enix,/games/boxart/full_2011705AmericaFrontccc.jpg,2014-06-03,5.9,"XOne, X360, PC, PS4, PS3"
4638,Musaic Box,1C Company,/games/boxart/full_7740273AmericaFrontccc.jpg,2008-10-11,8.0,PC
4640,Mushihimesama,Cave,/games/boxart/full_5377386JapanFrontccc.jpg,2012-05-24,8.4,X360
4642,Mushroom 11,SevenOne Intermedia GmbH,/games/boxart/default.jpg,2015-01-01,7.8,PC
4643,Mushroom Men: Truffle Trouble,Red Fly Studio,/games/boxart/default.jpg,2015-03-10,5.5,PC
4645,Musynx,PM Studios,/games/boxart/full_8076844AmericaFrontccc.jpg,2018-06-19,7.5,NS
4646,Mutant Football League: Dynasty Edition,Nighthawk Interactive,/games/boxart/full_9993914AmericaFrontccc.jpg,2018-10-30,6.6,"XOne, NS, PS4"
4647,Mutant Mudds,Renegade Kid,/games/boxart/default.jpg,2012-08-30,8.5,PC
4648,Mutant Mudds Collection,Atooi,/games/boxart/full_8965820AmericaFrontccc.png,2017-12-14,8.5,NS
4649,Mutant Year Zero: Road to Eden,Funcom,/games/boxart/full_949920AmericaFrontccc.png,2018-12-04,7.8,"XOne, PC, PS4"
4651,Muv-Luv,5pb,/games/boxart/full_muv-luv_933JapanFront.jpg,2011-10-27,7.6,"X360, PS3"
4652,Muv-Luv Alternative,5pb,/games/boxart/full_muv-luv-alternative_322JapanFront.jpg,2011-10-27,8.3,"X360, PS3"
4657,Mx vs. ATV Reflex,THQ,/games/boxart/full_8995351AmericaFrontccc.png,2009-12-01,7.4,"PS3, X360"
4658,My Big Sister,Ratalaika Games,/games/boxart/full_7030513AmericaFrontccc.jpg,2019-05-10,6.4,NS
4664,My Friend Pedro,Devolver Digital,/games/boxart/full_6511154AmericaFrontccc.png,2019-06-20,7.8,"NS, PC, XOne, PS4"
4667,My Hero One's Justice,Bandai Namco Entertainment,/games/boxart/full_5556892AmericaFrontccc.jpg,2018-10-26,6.8,"PC, XOne, NS, PS4"
4668,My Hero One’s Justice 2,Bandai Namco Entertainment,/games/boxart/full_7239444AmericaFrontccc.jpg,2020-03-13,6.8,"PS4, PC, NS, XOne"
4669,My Horse & Me 2,Atari,/games/boxart/full_1851852PALFrontccc.jpg,2008-11-14,4.9,PC
4673,My Love. Perfect Match,Unknown,/games/boxart/default.jpg,2013-10-10,8.2,PC
4674,My Memory of Us,IMGN PRO,/games/boxart/full_4139498AmericaFrontccc.jpg,2018-10-09,7.7,"PC, PS4, XOne, NS"
4678,My Time At Portia,Team17 Digital Ltd,/games/boxart/full_2612074AmericaFrontccc.jpg,2019-01-15,7.3,"PC, XOne, PS4, NS"
4679,MySims,Electronic Arts,/games/boxart/full_4309663AmericaFrontccc.jpg,2008-10-28,6.8,PC
4680,MySims SkyHeroes,Electronic Arts,/games/boxart/full_mysims-skyheroes_45AmericaFront.jpg,2010-09-28,6.2,"PS3, X360"
4685,Mystery Legends: Beauty and the Beast,Focus Multimedia,/games/boxart/full_3890110AmericaFrontccc.jpg,2012-03-16,9.5,PC
4698,N++,Metanet Software Inc.,/games/boxart/full_5696157AmericaFrontccc.jpg,2016-08-25,8.3,PC
4699,N.E.R.O.: Nothing Ever Remains Obscure,Soedesco,/games/boxart/full_8737781PALFrontccc.jpg,2018-10-26,6.4,PS4
4701,NASCAR '14,Deep Silver,/games/boxart/full_627609AmericaFrontccc.jpg,2014-02-18,7.0,"X360, PC, PS3"
4703,NASCAR 09,EA Sports,/games/boxart/7203779ccc.jpg,2008-06-10,7.1,"PS3, X360"
4704,NASCAR 2011: The Game,Activision,/games/boxart/full_nascar-2011-the-game_824AmericaFront.jpg,2011-03-29,6.0,"PS3, X360"
4705,NASCAR Heat 2,704Games,/games/boxart/full_2690591AmericaFrontccc.jpg,2017-09-12,6.6,"PC, PS4, XOne"
4706,NASCAR Heat 3,704Games,/games/boxart/full_5060333AmericaFrontccc.jpg,2018-09-07,6.4,"XOne, PS4"
4707,NASCAR Heat 5,Motorsport Games,/games/boxart/full_9653985AmericaFrontccc.jpg,2020-07-10,6.9,"PS4, PC, XOne"
4708,NASCAR Heat Evolution,Dusenberry Martin Racing,/games/boxart/full_3890736AmericaFrontccc.jpg,2016-09-13,6.6,"PC, XOne, PS4"
4710,NASCAR The Game: Inside Line,Activision,/games/boxart/full_8948374AmericaFrontccc.jpg,2012-11-06,7.2,"X360, PS3"
4711,NAtURAL DOCtRINE,NIS America,/games/boxart/full_362126AmericaFrontccc.jpg,2014-09-30,5.3,"PS3, PS4"
4712,NBA 09: The Inside,Sony Computer Entertainment,/games/boxart/full_8758105AmericaFrontccc.jpg,2008-10-07,6.3,PS3
4713,NBA 2K Playgrounds 2,2K Games,/games/boxart/full_118857AmericaFrontccc.jpg,2018-10-16,7.3,"XOne, PS4, NS"
4714,NBA 2K10,2K Sports,/games/boxart/full_1506717AmericaFrontccc.jpg,2009-10-06,8.3,"X360, PS3, PC"
4715,NBA 2K11,2K Sports,/games/boxart/full_nba-2k11_6AmericaFront.jpg,2010-10-05,8.8,"PS3, X360, PC"
4716,NBA 2K12,2K Sports,/games/boxart/full_nba-2k12_266AmericaFront.jpg,2011-10-04,8.9,"PC, PS3, X360"
4717,NBA 2K13,2K Sports,/games/boxart/full_9644271AmericaFrontccc.jpg,2012-10-02,8.9,"PS3, PC, X360"
4718,NBA 2K14,2K Sports,/games/boxart/full_8171965AmericaFrontccc.jpeg,2013-10-01,8.4,"PS3, PC, X360, PS4, XOne"
4719,NBA 2K15,2K Sports,/games/boxart/full_9046203AmericaFrontccc.png,2014-10-07,8.3,"PC, X360, PS4, PS3, XOne"
4720,NBA 2K16,2K Sports,/games/boxart/full_6414423AmericaFrontccc.jpg,2015-09-29,8.5,"PS4, PC, XOne, X360, PS3"
4721,NBA 2K17,2K Sports,/games/boxart/full_2247046AmericaFrontccc.jpg,2016-09-16,8.9,"PS3, XOne, PS4, PC, X360"
4722,NBA 2K18,2K Sports,/games/boxart/full_1524157AmericaFrontccc.jpg,2017-09-19,7.4,"XOne, NS, PS3, PS4, PC, X360"
4723,NBA 2K19,2K Sports,/games/boxart/full_1194945AmericaFrontccc.jpg,2018-09-11,8.2,"NS, PS4, PC, XOne"
4724,NBA 2K20,2K Sports,/games/boxart/full_3555605AmericaFrontccc.jpg,2019-09-06,7.8,"NS, XOne, PS4, PC"
4725,NBA 2K21,2K Sports,/games/boxart/full_5902423AmericaFrontccc.jpg,2020-09-04,6.8,"XOne, PS4, PC, NS, XS, PS5"
4726,NBA 2K9,2K Sports,/games/boxart/full_4579541AmericaFrontccc.jpg,2008-10-07,8.2,"X360, PS3, PC"
4727,NBA Ballers: Chosen One,Midway Games,/games/boxart/full_7518511AmericaFrontccc.jpg,2008-04-21,5.5,"X360, PS3"
4728,NBA Jam,EA Sports,/games/boxart/full_nba-jam_5AmericaFront.jpg,2010-11-16,8.7,"X360, PS3"
4729,NBA Live 09,Electronic Arts,/games/boxart/1584469ccc.jpg,2008-10-07,7.5,"PS3, X360"
4730,NBA Live 10,EA Sports,/games/boxart/full_2338922AmericaFrontccc.jpg,2009-10-06,7.9,"PS3, X360"
4731,NBA Live 14,EA Sports,/games/boxart/full_5552720AmericaFrontccc.jpg,2013-11-15,4.3,"PS4, XOne"
4732,NBA Live 15,Electronic Arts,/games/boxart/full_4726889AmericaFrontccc.jpg,2014-10-28,5.9,"XOne, PS4"
4733,NBA Live 16,EA Sports,/games/boxart/full_7738697AmericaFrontccc.jpg,2015-09-29,5.9,"PS4, XOne"
4734,NBA Live 18,EA Sports,/games/boxart/full_7163829AmericaFrontccc.jpg,2017-09-15,7.2,"XOne, PS4"
4735,NBA Live 19,Electronic Arts,/games/boxart/full_1465784AmericaFrontccc.jpg,2018-09-07,7.3,"XOne, PS4"
4736,NBA Playgrounds,Saber Interactive,/games/boxart/full_4567699AmericaFrontccc.png,2018-01-04,6.3,NS
4737,NCAA Basketball 09,EA Sports,/games/boxart/full_1686871AmericaFrontccc.jpg,2008-11-17,7.4,"X360, PS3"
4738,NCAA Basketball 10,Electronic Arts,/games/boxart/default.jpg,2009-11-17,7.5,"PS3, X360"
4739,NCAA Football 09,EA Sports,/games/boxart/8132919ccc.jpg,2008-07-15,8.3,"PS3, X360"
4740,NCAA Football 10,EA Sports,/games/boxart/full_5307689AmericaFrontccc.jpg,2009-07-14,8.1,"X360, PS3"
4741,NCAA Football 11,EA Sports,/games/boxart/full_ncaa-football-11_9AmericaFront.jpg,2010-07-13,8.5,"PS3, X360"
4742,NCAA Football 12,EA Sports,/games/boxart/full_ncaa-football-12_694AmericaFront.jpg,2011-07-12,7.8,"PS3, X360"
4743,NCAA Football 13,EA Sports,/games/boxart/full_59054AmericaFrontccc.jpg,2012-07-10,7.3,"PS3, X360"
4744,NCAA Football 14,EA Sports,/games/boxart/full_1302170AmericaFrontccc.jpg,2013-07-09,7.6,"PS3, X360"
4745,NCIS,Ubisoft,/games/boxart/full_ncis_46AmericaFront.jpg,2011-11-01,5.1,"X360, PC, PS3"
4748,NFL Head Coach 09,EA Sports,/games/boxart/561154ccc.jpg,2008-09-03,6.7,"PS3, X360"
4749,NFL Tour,EA Sports BIG,/games/boxart/6991365ccc.jpg,2008-01-08,4.9,"X360, PS3"
4750,NG,Experience Inc.,/games/boxart/full_221517JapanFrontccc.jpg,2019-02-21,7.3,PS4
4752,NHL 09,Electronic Arts,/games/boxart/7939179ccc.jpg,2008-09-09,9.0,"X360, PS3, PC"
4753,NHL 10,EA Sports,/games/boxart/full_nhl-10_313AmericaFront.jpg,2009-09-15,9.1,"X360, PS3"
4754,NHL 11,EA Sports,/games/boxart/full_nhl-11_1AmericaFront.jpg,2010-09-07,8.8,"X360, PS3"
4755,NHL 12,EA Sports,/games/boxart/full_nhl-12_652AmericaFront.jpg,2011-09-13,8.7,"X360, PS3"
4756,NHL 13,Electronic Arts,/games/boxart/full_3434492AmericaFrontccc.jpg,2012-09-11,8.2,"X360, PS3"
4757,NHL 14,EA Sports,/games/boxart/full_6159308AmericaFrontccc.jpg,2013-09-10,8.1,"X360, PS3"
4758,NHL 15,EA Sports,/games/boxart/full_5646356AmericaFrontccc.jpg,2014-09-09,6.0,"PS4, X360, PS3, XOne"
4759,NHL 16,EA Sports,/games/boxart/full_1969235AmericaFrontccc.jpg,2015-09-15,7.8,"XOne, X360, PS3, PS4"
4760,NHL 17,EA Sports,/games/boxart/full_3602419AmericaFrontccc.jpg,2016-09-13,7.8,"XOne, PS4"
4761,NHL 18,EA Sports,/games/boxart/full_1695523AmericaFrontccc.png,2017-09-15,7.5,"XOne, PS4"
4762,NHL 19,EA Sports,/games/boxart/full_9855653AmericaFrontccc.jpg,2018-09-14,8.0,"XOne, PS4"
4763,NHL 20,EA Sports,/games/boxart/full_9691113AmericaFrontccc.jpg,2019-09-13,7.7,"PS4, XOne"
4764,NHL 21,EA Sports,/games/boxart/full_3533833AmericaFrontccc.jpg,2020-10-16,7.2,"XOne, PS4"
4765,NHL 2K10,2K Sports,/games/boxart/full_1800926AmericaFrontccc.jpg,2009-09-15,6.6,"PS3, X360"
4766,NHL 2K9,2K Sports,/games/boxart/full_4939758PALFrontccc.jpg,2008-09-08,6.9,"X360, PS3"
4770,NPPL Championship Paintball 2009,Activision,/games/boxart/full_3448275AmericaFrontccc.jpg,2008-11-18,4.9,"X360, PS3"
4775,Namco Museum,Namco Bandai Games,/games/boxart/full_969435AmericaFrontccc.png,2017-07-28,7.7,NS
4776,Namco Museum Arcade Pac,Bandai Namco Entertainment,/games/boxart/full_2305790AmericaFrontccc.jpg,2018-09-28,7.8,NS
4777,Namco Museum: Virtual Arcade,Namco Bandai,/games/boxart/full_2596558AmericaFrontccc.jpg,2008-11-04,7.0,X360
4779,Nancy Drew Dossier: Resorting to Danger,Take-Two Interactive,/games/boxart/full_8507106AmericaFrontccc.jpg,2009-08-25,7.7,PC
4783,Nancy Drew: The Haunting of Castle Malloy,Her Interactive,/games/boxart/9772115ccc.jpg,2008-10-16,8.1,PC
4784,Nancy Drew: The Phantom of Venice,Her Interactive,/games/boxart/9570577ccc.jpg,2008-07-11,6.9,PC
4785,Nancy Drew: Warnings at Waverly Academy,Her Interactive,/games/boxart/full_nancy-drew-warnings-at-waverly-academy_2AmericaFront.jpg,2009-10-13,7.6,PC
4788,Napoleon: Total War,Sega,/games/boxart/full_napoleon-total-war_558PALFront.jpg,2010-02-23,8.5,PC
4789,Napoleon: Total War - The Peninsular Campaign,Sega,/games/boxart/full_napoleon-total-war-the-peninsular-campaign_698AmericaFront.jpg,2010-07-25,7.5,PC
4790,Narco Terror,Deep Silver,/games/boxart/default.jpg,2013-07-30,5.0,"PC, PS3, X360"
4795,Naruto Shippuden: Ultimate Ninja Storm 2,Namco Bandai,/games/boxart/full_naruto-shippuden-ultimate-ninja-storm-2_3AmericaFront.jpg,2010-10-19,7.4,"X360, PS3"
4796,Naruto Shippuden: Ultimate Ninja Storm 3,Namco Bandai Games,/games/boxart/full_8181752AmericaFrontccc.jpg,2013-03-05,7.7,"PS3, X360"
4797,Naruto Shippuden: Ultimate Ninja Storm 4,Namco Bandai Games,/games/boxart/full_7241175AmericaFrontccc.jpg,2016-02-05,7.9,"PC, PS4, XOne"
4799,Naruto Shippuden: Ultimate Ninja Storm Generations,Namco Bandai Games,/games/boxart/full_3312299AmericaFrontccc.jpg,2012-03-13,7.4,"PS3, X360"
4801,Naruto Shippuden: Ultimate Ninja Storm Revolution,Namco Bandai Games,/games/boxart/full_8154478AmericaFrontccc.jpg,2014-10-01,7.3,"X360, PS3, PC"
4802,Naruto Shippuden: Ultimate Ninja Storm Trilogy,Bandai Namco Entertainment,/games/boxart/full_3590570JapanFrontccc.jpg,2018-04-26,7.5,"NS, PS4, XOne"
4803,Naruto to Boruto: Shinobi Striker,Bandai Namco Games,/games/boxart/full_510563AmericaFrontccc.jpg,2018-08-31,8.5,"XOne, PC, PS4"
4804,Naruto: The Broken Bond,Ubisoft,/games/boxart/full_7810484AmericaFrontccc.jpg,2008-11-18,7.6,X360
4805,Naruto: Ultimate Ninja Storm,Namco Bandai,/games/boxart/full_6027253AmericaFrontccc.jpg,2008-11-04,7.8,PS3
4809,NatGeo Quiz! Wild Life,Tradewest,/games/boxart/full_natgeo-quiz-wild-life_1PALFront.jpg,2010-06-14,6.7,PC
4814,Naughty Bear,505 Games,/games/boxart/full_naughty-bear_5AmericaFront.jpg,2010-06-29,4.4,"X360, PS3"
4815,Naughty Bear Gold Edition,505 Games,/games/boxart/full_naughty-bear-gold-edition_773AmericaFront.jpg,2011-05-24,4.3,"X360, PS3"
4817,Naval Assault: The Killing Tide,505 Games,/games/boxart/full_6394238AmericaFrontccc.jpg,2010-06-15,4.0,X360
4818,Naval War: Arctic Circle,Paradox Interactive,/games/boxart/default.jpg,2012-04-10,6.4,PC
4819,Naval Warfare,Unknown,/games/boxart/full_naval-warfare_660PALFront.jpg,2011-05-25,6.1,PC
4824,Necrovision,1C Company,/games/boxart/full_7461240AmericaFrontccc.jpg,2009-05-18,6.3,PC
4826,Need for Speed (2015),Electronic Arts,/games/boxart/full_8263580AmericaFrontccc.jpg,2015-11-03,6.8,"XOne, PS4, PC"
4827,Need for Speed Heat,Electronic Arts,/games/boxart/full_3926023AmericaFrontccc.png,2019-11-08,7.4,"PS4, XOne, PC"
4828,Need for Speed Rivals,Electronic Arts,/games/boxart/full_6386296AmericaFrontccc.jpg,2013-11-15,8.0,"PS4, PC, PS3, X360, XOne"
4829,Need for Speed: Hot Pursuit,Electronic Arts,/games/boxart/full_need-for-speed-hot-pursuit_656AmericaFront.jpg,2010-11-16,8.9,"X360, PS3, PC"
4830,Need for Speed: Hot Pursuit Remastered,Electronic Arts,/games/boxart/full_940716PALFrontccc.jpg,2020-11-13,7.5,NS
4831,Need for Speed: Most Wanted (2012),Electronic Arts,/games/boxart/full_9784025AmericaFrontccc.jpg,2012-10-30,8.5,"X360, PS3, PC"
4832,Need for Speed: Payback,Electronic Arts,/games/boxart/full_6854224AmericaFrontccc.jpg,2017-11-10,6.1,"PC, PS4, XOne"
4833,Need for Speed: Shift,Electronic Arts,/games/boxart/full_9718795AmericaFrontccc.jpg,2009-09-15,8.2,"X360, PC, PS3"
4834,Need for Speed: Shift 2 Unleashed,Electronic Arts,/games/boxart/full_need-for-speed-shift-2-unleashed_166AmericaFront.jpg,2011-03-29,8.5,"PC, PS3, X360"
4835,Need for Speed: The Run,Electronic Arts,/games/boxart/full_need-for-speed-the-run_698AmericaFront.jpg,2011-11-15,5.9,"PC, PS3, X360"
4836,Need for Speed: Undercover,Electronic Arts,/games/boxart/full_7972482AmericaFrontccc.jpg,2008-11-17,6.1,"X360, PS3, PC"
4837,Need for Speed: World Online,Electronic Arts,/games/boxart/full_need-for-speed-world-online_504AmericaFront.jpg,2010-07-20,6.2,PC
4838,Nefarious,Digerati,/games/boxart/full_9528807AmericaFrontccc.jpg,2018-09-13,6.5,NS
4842,Nelke & the Legendary Alchemists: Ateliers of the New World,Koei Tecmo,/games/boxart/full_4658023AmericaFrontccc.jpg,2019-03-26,6.7,"NS, PS4"
4847,Neo: The World Ends with You,Square Enix,/games/boxart/full_4325379AmericaFrontccc.jpg,2021-07-27,8.0,"NS, PS4"
4848,Neon Abyss,Veewo Games,/games/boxart/full_9791183AmericaFrontccc.jpg,2019-12-01,7.4,"PC, PS4, NS"
4849,Neon Chrome,10tons,/games/boxart/full_2358518AmericaFrontccc.png,2017-10-12,6.3,NS
4850,Neon City Riders,Bromio,/games/boxart/full_4032601AmericaFrontccc.jpg,2020-12-01,6.1,"PS4, XOne, NS, PC"
4852,Neonwall,JanduSoft S.L.,/games/boxart/full_3980014AmericaFrontccc.png,2018-03-15,5.4,NS
4853,Neopets Puzzle Adventure,Capcom,/games/boxart/full_238119AmericaFrontccc.jpg,2008-12-01,7.0,PC
4858,NeuroVoider,Plug In Digital,/games/boxart/full_4193453AmericaFrontccc.png,2017-09-07,8.5,NS
4859,Never Alone,E-Line Media,/games/boxart/full_4321169AmericaFrontccc.jpg,2014-11-18,7.2,"PC, XOne, PS4"
4860,Never Stop Sneakin',Humble Hearts,/games/boxart/full_2084003AmericaFrontccc.png,2017-12-14,7.1,NS
4862,NeverDead,Konami,/games/boxart/full_neverdead_381AmericaFront.jpg,2012-01-31,5.2,"PS3, X360"
4863,Neverwinter,Perfect World Entertainment,/games/boxart/full_2840816PALFrontccc.jpg,2013-06-20,7.4,"PC, XOne"
4864,Neverwinter Nights 2 Gold,Atari,/games/boxart/full_neverwinter-nights-2-gold_132AmericaFront.jpg,2008-05-06,8.2,PC
4865,Neverwinter Nights 2 Legends,Atari,/games/boxart/full_neverwinter-nights-2-legends_310PALFront.jpg,2008-10-02,8.2,PC
4866,Neverwinter Nights 2 Platinum,Atari,/games/boxart/full_neverwinter-nights-2-platinum_414AmericaFront.jpg,2010-12-14,8.2,PC
4867,Neverwinter Nights 2: Deluxe Edition,Atari,/games/boxart/full_neverwinter-nights-2-deluxe-edition_904PALFront.jpg,2008-11-27,8.2,PC
4868,Neverwinter Nights 2: Mysteries of Westgate,Atari,/games/boxart/full_neverwinter-nights-2-mysteries-of-westgate_198AmericaFront.jpg,2009-04-29,7.3,PC
4869,Neverwinter Nights 2: Storm of Zehir,Atari,/games/boxart/full_1863502AmericaFrontccc.jpg,2008-11-18,7.2,PC
4870,Neverwinter Nights: Enhanced Edition,Beamdog,/games/boxart/full_5646811AmericaFrontccc.png,2019-12-03,6.3,"XOne, NS, PS4"
4871,New Frontier Days: Founding Pioneers,Arc System Works,/games/boxart/full_992038AmericaFrontccc.png,2017-03-23,5.2,NS
4873,New Gundam Breaker,Namco Bandai Games,/games/boxart/full_55852AmericaFrontccc.jpg,2018-06-22,2.8,PS4
4875,New Super Lucky's Tale,Playful,/games/boxart/full_3247834AmericaFrontccc.jpg,2020-08-21,7.6,"PS4, XOne"
4876,New Super Lucky’s Tale,Playful,/games/boxart/full_7965148AmericaFrontccc.png,2019-11-08,7.6,NS
4877,New Super Mario Bros. U Deluxe,Nintendo,/games/boxart/full_4959961AmericaFrontccc.jpg,2019-01-11,8.0,NS
4878,New World,Amazon Game Studios,/games/boxart/full_7326746PALFrontccc.jpg,2021-08-25,7.0,PC
4881,Nex Machina,Housemarque,/games/boxart/full_8494323AmericaFrontccc.jpeg,2017-06-20,8.8,"PS4, PC"
4882,Nexomon,PQube,/games/boxart/full_4314565PALFrontccc.jpg,2021-09-17,7.9,NS
4883,Nexomon: Extinction,PQube,/games/boxart/full_7962242AmericaFrontccc.jpg,2020-08-28,7.1,NS
4886,Ni no Kuni II: Revenant Kingdom,Namco Bandai Games,/games/boxart/full_6475842AmericaFrontccc.jpg,2018-03-23,8.6,"PC, PS4"
4887,Ni no Kuni: Wrath of the White Witch,Namco Bandai Games,/games/boxart/full_8445515AmericaFrontccc.jpg,2013-01-22,8.5,"PS3, NS"
4888,Ni no Kuni: Wrath of the White Witch Remastered,Namco Bandai Games,/games/boxart/full_199387AmericaFrontccc.jpg,2019-09-20,8.6,"XOne, PS4"
4889,Nickelodeon All-Star Brawl,GameMill Entertainment,/games/boxart/full_4795AmericaFrontccc.jpg,2021-10-05,7.0,"XOne, XS, NS, PC, PS4, PS5"
4892,Nickelodeon Kart Racers,GameMill Entertainment,/games/boxart/full_9933463AmericaFrontccc.jpg,2018-10-23,2.0,"XOne, NS, PS4"
4893,Nickelodeon Kart Racers 2: Grand Prix,GameMill Entertainment,/games/boxart/full_2467774AmericaFrontccc.jpg,2020-10-06,7.2,"PS4, NS, XOne, PC"
4896,Nidhogg,Messhof,/games/boxart/full_6168351AmericaFrontccc.jpg,2014-01-13,8.1,"PC, PS4"
4897,Nidhogg 2,Messhof,/games/boxart/full_3725468AmericaFrontccc.jpg,2017-08-15,8.0,"PC, PS4, XOne"
4898,NieR,Square Enix,/games/boxart/full_6117530AmericaFrontccc.jpg,2010-04-27,6.5,"PS3, X360"
4899,NieR Replicant ver.1.22474487139...,Square Enix,/games/boxart/full_8516570AmericaFrontccc.jpg,2021-04-23,8.3,"PC, PS4, XOne"
4900,NieR: Automata,Square Enix,/games/boxart/full_3359022AmericaFrontccc.jpg,2017-03-07,8.8,"PS4, PC, XOne"
4902,Night In The Woods,Finji,/games/boxart/full_7153873AmericaFrontccc.jpg,2017-12-13,8.8,"XOne, NS"
4903,Night at the Museum: Battle of the Smithsonian,Majesco,/games/boxart/full_9351409AmericaFrontccc.jpg,2009-05-05,5.4,X360
4904,Night in the Woods,Finji,/games/boxart/full_4494780AmericaFrontccc.jpg,2017-02-21,8.6,"PS4, PC"
4905,NightSky,Unknown,/games/boxart/full_nightsky_354AmericaFront.jpg,2011-01-06,7.8,PC
4909,Nightmare Boy,Badland Games,/games/boxart/full_9305061AmericaFrontccc.png,2018-01-16,6.1,NS
4910,Nightmares From The Deep: The Cursed Heart,Artifex Mundi sp. z o.o.,/games/boxart/full_3674398AmericaFrontccc.jpg,2016-08-02,5.8,PS4
4911,Nightmares from the Deep: Davy Jones,Viva Media,/games/boxart/full_3357263AmericaFrontccc.jpg,2014-06-17,7.2,PC
4912,Nights of Azure,Tecmo Koei,/games/boxart/full_8004974AmericaFrontccc.jpg,2016-03-29,6.6,"PS4, PS3, PS4, PC"
4913,Nights of Azure 2,Tecmo Koei,/games/boxart/full_7786618JapanFrontccc.jpg,2017-10-24,6.6,"PC, PS4"
4914,Nights of Azure 2: Bride of the New Moon,Tecmo Koei,/games/boxart/full_9174690AmericaFrontccc.jpg,2017-10-24,6.6,NS
4916,Nike+ Kinect Training,Microsoft Studios,/games/boxart/full_6799302AmericaFrontccc.jpg,2012-10-30,7.1,X360
4917,Nikopol: Secrets of the Immortals,Got Game Entertainment,/games/boxart/full_2979970AmericaFrontccc.jpg,2008-09-20,6.8,PC
4919,Nimbus,Unknown,/games/boxart/full_nimbus_344AmericaFront.jpg,2010-10-25,8.0,PC
4920,Nine Parchments,Frozenbyte,/games/boxart/full_6448789AmericaFrontccc.png,2017-12-05,6.6,NS
4921,Ninja Blade,Microsoft,/games/boxart/full_4432655AmericaFrontccc.jpg,2009-04-07,6.7,"X360, PC"
